title,source_title,year,doi,total_citations_wos_core
Cost-Effective Prevention of Hip Fractures,INTERNATIONAL ADVANCES IN ECONOMIC RESEARCH,2005,10.1007/s11294-004-7493-x,2
HOW DO ENVIRONMENTAL PROTECTION EXPENDITURES AFFECT HEALTH STATUS? EVIDENCE FROM PANEL QUANTILE REGRESSION1,KAFKAS UNIVERSITESI IKTISADI VE IDARI BILIMLER FAKULTESI DERGISI,2022,10.36543/kauiibfd.2022.043,2
South-western vector: Climate factor in socio-economic development of Russia,VOPROSY EKONOMIKI,2019,10.32609/0042-8736-2019-5-122-135,5
Identification of common factors in panel data growth model,ECONOMICS LETTERS,2018,10.1016/j.econlet.2018.04.021,4
A Multivariate Model of Strategic Asset Allocation with Longevity Risk,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,2017,10.1017/S0022109017000692,4
"Live longer, work longer? An investigation of the health capacity to work at older ages in Denmark using combined register and survey data",JOURNAL FOR LABOUR MARKET RESEARCH,2024,10.1186/s12651-024-00360-3,0
Cost-Effectiveness of Switching Patients with Type 2 Diabetes from Insulin Glargine to Insulin Detemir in Chinese Setting: A Health Economic Model Based on the PREDICTIVE Study,VALUE IN HEALTH,2012,10.1016/j.jval.2011.11.018,18
Ancient and early modern mortality: experience and understanding,ECONOMIC HISTORY REVIEW,2007,10.1111/j.1468-0289.2006.00367.x,53
Proposals to restructure social security,JOURNAL OF ECONOMIC PERSPECTIVES,1996,10.1257/jep.10.3.67,26
The long road to achieving equity: Job accessibility restrictions and overlapping inequalities in the city of Sao Paulo,JOURNAL OF TRANSPORT GEOGRAPHY,2019,10.1016/j.jtrangeo.2019.06.003,52
Human capital and fertility: child vs adult survival,ECONOMICS BULLETIN,2017,,0
MORTALITY COMPRESSION AND LONGEVITY RISK,NORTH AMERICAN ACTUARIAL JOURNAL,2012,10.1080/10920277.2012.10597641,6
"Longevity, genes and efforts: An optimal taxation approach to prevention",JOURNAL OF HEALTH ECONOMICS,2011,10.1016/j.jhealeco.2010.10.003,12
"Health, Human Capital, and Development","ANNUAL REVIEW OF ECONOMICS, VOL 2",2010,10.1146/annurev.economics.102308.124436,154
The Risk of Imbalances in the Financing of Social Protection in the Context of Demographic Ageing,CONTEMPORARY ECONOMICS,2008,,0
Pay-As-You-Go versus Funded Systems. Some Critical Considerations,REVIEW OF POLITICAL ECONOMY,2006,10.1080/09538250600797792,5
External imbalances between China and the United States: A dynamic analysis with a life-cycle model,JOURNAL OF INTERNATIONAL ECONOMICS,2021,10.1016/j.jinteco.2021.103493,3
Human development and cross-border acquisitions,JOURNAL OF EMPIRICAL FINANCE,2010,10.1016/j.jempfin.2010.03.004,10
The Cost-Effectiveness of Oral Nutrition Supplementation for Malnourished Older Hospital Patients,APPLIED HEALTH ECONOMICS AND HEALTH POLICY,2017,10.1007/s40258-016-0269-7,46
Demographic obstacles to European growth,EUROPEAN ECONOMIC REVIEW,2024,10.1016/j.euroecorev.2024.104829,0
Cooking fuel choice and child mortality in India<i> </i>,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,2024,10.1016/j.jebo.2024.04.006,3
Air pollution and noncognitive traits among Chinese adolescents,HEALTH ECONOMICS,2021,10.1002/hec.4193,7
How does mortality affect innovative activity in the long run?,WORLD DEVELOPMENT,2020,10.1016/j.worlddev.2019.104688,7
"Air Pollution, Student Health, and School Absences: Evidence from China",JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,2018,10.1016/j.jeem.2018.10.002,125
Discourses of Retirement in the United States,WORK AGING AND RETIREMENT,2018,10.1093/workar/way008,16
Does past unemployment experience explain the transition happiness gap?,JOURNAL OF COMPARATIVE ECONOMICS,2018,10.1016/j.jce.2018.07.005,4
"Received wisdom versus reality: height, nutrition, and urbanization in mid-nineteenth-century France",CLIOMETRICA,2014,10.1007/s11698-013-0095-1,16
Trade in health products and population health: A long-run relation,WORLD ECONOMY,2023,10.1111/twec.13313,1
Eliciting the Level of Health Inequality Aversion in England,HEALTH ECONOMICS,2017,10.1002/hec.3430,49
The Potential Clinical and Economic Outcomes of Pharmacogenomic Approaches to EGFR-Tyrosine Kinase Inhibitor Therapy in Non-Small-Cell Lung Cancer,VALUE IN HEALTH,2009,10.1111/j.1524-4733.2008.00415.x,61
"Australian Utility Weights for the EORTC QLU-C10D, a Multi-Attribute Utility Instrument Derived from the Cancer-Specific Quality of Life Questionnaire, EORTC QLQ-C30",PHARMACOECONOMICS,2018,10.1007/s40273-017-0582-5,88
When saving is not enough - wealth decumulation in retirement,JOURNAL OF PENSION ECONOMICS & FINANCE,2022,10.1017/S1474747221000196,2
Mortality Inequality in Canada and the United States: Divergent or Convergent Trends?,JOURNAL OF LABOR ECONOMICS,2019,10.1086/703259,14
The Effect of Education on Adult Mortality and Health: Evidence from Britain,AMERICAN ECONOMIC REVIEW,2013,10.1257/aer.103.6.2087,273
Reassessing the Relationship between Economic Growth and Inequality,ECONOMIC PAPERS,2011,10.1111/j.1759-3441.2011.00107.x,2
Pension reform with variable retirement age: a simulation analysis for Germany,JOURNAL OF PENSION ECONOMICS & FINANCE,2012,10.1017/S1474747211000643,36
National and International Tests of the New Drug Cost Offset Theory,SOUTHERN ECONOMIC JOURNAL,2011,10.4284/0038-4038-77.4.1033,6
"Individual Risk Aversion, Inheritance Expectation and Household Annuity Ownership",JOURNAL OF FINANCIAL COUNSELING AND PLANNING,2022,10.1891/JFCP-2021-0075,2
On the Failure (Success) of the Markets for Longevity Risk Transfer,JOURNAL OF RISK AND INSURANCE,2017,10.1111/jori.12205,11
Air Pollution and Health in Africa: The Burden Falls on Children,ECONOMIES,2023,10.3390/economies11070196,3
Health Years in Total: A New Health Objective Function for Cost-Effectiveness Analysis,VALUE IN HEALTH,2020,10.1016/j.jval.2019.10.014,38
HOW FUNCTIONAL DATA CAN ENHANCE THE ESTIMATION OF HEALTII EXPECTANCY: THE CASE OF DISABLED SPANISH POPULATION,ASTIN BULLETIN-THE JOURNAL OF THE INTERNATIONAL ACTUARIAL ASSOCIATION,2019,10.1017/asb.2018.34,5
Disguised pollution: Industrial activities in the dark,JOURNAL OF PUBLIC ECONOMICS,2023,10.1016/j.jpubeco.2023.104904,13
"Aging Population, Retirement, and Risk Taking",MANAGEMENT SCIENCE,2016,10.1287/mnsc.2015.2184,19
Modern Medicine and the Twentieth Century Decline in Mortality: Evidence on the Impact of Sulfa Drugs,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,2010,10.1257/app.2.2.118,88
Long-term cost-effectiveness analysis shows that IDegLira is associated with improved outcomes and lower costs compared with insulin glargine U100 plus insulin aspart in the US,JOURNAL OF MEDICAL ECONOMICS,2018,10.1080/13696998.2018.1513406,7
Hepatitis C - Cost of illness and considerations for the economic evaluation of antiviral therapies,PHARMACOECONOMICS,2006,10.2165/00019053-200624070-00005,51
"Three Pillars of Urbanization: Migration, Aging, and Growth",ECONOMIST-NETHERLANDS,2020,10.1007/s10645-020-09356-z,5
Evaluation of the Winter Pollution Mitigation Policy in China,ECONOMICS OF ENERGY & ENVIRONMENTAL POLICY,2024,10.5547/2160-5890.13.2.mren,0
Does the Construction of Transportation Infrastructure Enhance Regional Innovation Capabilities: Evidence from China,JOURNAL OF THE KNOWLEDGE ECONOMY,2023,10.1007/s13132-022-01005-x,5
The lifetime costs and benefits of medical technology,JOURNAL OF HEALTH ECONOMICS,2007,10.1016/j.jhealeco.2007.09.003,77
Social security reform with a focus on the Netherlands,ECONOMIST,2001,,2
Understanding DALYs,JOURNAL OF HEALTH ECONOMICS,1997,10.1016/S0167-6296(97)00004-0,394
Is technology still a major driver of health expenditure in the United States? Evidence from cointegration analysis with multiple structural breaks,INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT,2017,10.1007/s10754-016-9196-2,26
Do red herrings swim in circles? Controlling for the endogeneity of time to death,JOURNAL OF HEALTH ECONOMICS,2010,10.1016/j.jhealeco.2009.11.014,55
Brain drain phenomena in Romania - Possibilities of econometrical modelling,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,2007,,4
IT SUCKS TO BE SINGLE! MARITAL STATUS AND REDISTRIBUTION OF SOCIAL SECURITY,ECONOMIC JOURNAL,2021,10.1093/ej/ueaa078,11
"Trade, Institutions, Income and Human Development in African Countries",JOURNAL OF AFRICAN ECONOMIES,2013,10.1093/jae/ejs037,2
Do People Save or Spend Their Inheritances? Understanding What Happens to Inherited Wealth,JOURNAL OF FAMILY AND ECONOMIC ISSUES,2013,10.1007/s10834-012-9299-y,16
"Life expectancy, fertility, and educational investment",JOURNAL OF POPULATION ECONOMICS,2010,10.1007/s00148-008-0202-y,18
Health care spending as determinants of health outcomes,HEALTH ECONOMICS,1999,10.1002/(SICI)1099-1050(199911)8:7<627::AID-HEC474>3.0.CO;2-8,161
Long-term health economic benefits of sensor-augmented pump therapy vs continuous subcutaneous insulin infusion alone in type 1 diabetes: a UK perspective,JOURNAL OF MEDICAL ECONOMICS,2016,10.3111/13696998.2015.1113979,31
Modelling the cost effectiveness of lamivudine/zidovudine combination therapy in HIV infection,PHARMACOECONOMICS,1997,10.2165/00019053-199712010-00006,50
Inclusive Growth in India: Some Realities,INDIAN JOURNAL OF ECONOMICS AND DEVELOPMENT,2019,10.5958/2322-0430.2019.00051.9,0
Pollution effects on preferences: A unified approach,JOURNAL OF PUBLIC ECONOMIC THEORY,2019,10.1111/jpet.12348,5
"Health, longevity and retirement reform",JOURNAL OF ECONOMIC DYNAMICS & CONTROL,2019,10.1016/j.jedc.2019.03.004,20
Subjective mortality risk and bequests,JOURNAL OF ECONOMETRICS,2015,10.1016/j.jeconom.2015.03.015,25
"Ageing, government budgets, retirement, and growth",EUROPEAN ECONOMIC REVIEW,2012,10.1016/j.euroecorev.2011.05.007,63
Reconsidering the impact of the environment on long-run growth when pollution influences health and agents have a finite-lifetime,ENVIRONMENTAL & RESOURCE ECONOMICS,2008,10.1007/s10640-007-9139-y,42
DISEASE AND HUMAN CAPITAL ACCUMULATION: EVIDENCE FROM THE ROLL BACK MALARIA PARTNERSHIP IN AFRICA,ECONOMIC JOURNAL,2021,10.1093/ej/ueaa134,7
Quantile Regression: 40 Years On,"ANNUAL REVIEW OF ECONOMICS, VOL 9",2017,10.1146/annurev-economics-063016-103651,170
Socialized medicine and mortality,INTERNATIONAL JOURNAL OF HEALTH CARE FINANCE & ECONOMICS,2014,10.1007/s10754-014-9151-z,1
Social policy and mortality decline in East Asia and Latin America,WORLD DEVELOPMENT,2001,10.1016/S0305-750X(01)00062-6,26
Partisan Effects of Information Campaigns in Competitive Authoritarian Elections: Evidence from Bangladesh,ECONOMIC JOURNAL,2024,10.1093/ej/uead115,0
"Eat, drink, entertain, travel? The impact of air pollution on excess perks - natural experiment evidence from COVID-19",FINANCE RESEARCH LETTERS,2024,10.1016/j.frl.2024.105102,1
"Growth, intergenerational welfare, and environmental policies in an overlapping generations economy",REVIEW OF DEVELOPMENT ECONOMICS,2018,10.1111/rode.12371,0
Recent policy changes in the Universal Child Benefit in Japan,LOCAL ECONOMY,2012,10.1177/0269094212448771,4
Patient Expectations About Palliative Treatment for Symptomatic Spinal Metastases: A Qualitative Study,VALUE IN HEALTH,2023,10.1016/j.jval.2022.05.001,2
Testing Malthusian's and Kremer's population theories in developing economy,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2020,10.1108/IJSE-08-2019-0496,10
Examining an Alcohol consumption Kuznets Curve for developed countries,APPLIED ECONOMICS LETTERS,2019,10.1080/13504851.2019.1581901,3
MODELLING SOCIO-ECONOMIC DIFFERENCES IN MORTALITY USING A NEW AFFLUENCE INDEX,ASTIN BULLETIN,2019,10.1017/asb.2019.14,26
Aging and Wealth Inequality in a Neoclassical Growth Model,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,2016,,2
Blowin' in the wind: Long-term downwind exposure to air pollution from power plants and adult mortality,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,2024,10.1016/j.jeem.2024.103072,1
Longevity bias in cost-effectiveness analysis,HEALTH ECONOMICS,2008,10.1002/hec.1309,4
The impact of bequest taxation on savings and transfers,EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMICS AND ECONOMIC POLICY,2023,10.24136/eq.2023.010,2
"Key Drivers of Long-Term Rates of Mortality Improvements in the United States: Period, Cohort, and Cause of Death Analysis, 1959-2016",NORTH AMERICAN ACTUARIAL JOURNAL,2024,10.1080/10920277.2023.2167834,1
Macroeconomic Indicators and Subjective Well-Being: Evidence from the European Union,STATISTIKA-STATISTICS AND ECONOMY JOURNAL,2022,10.54694/stat.2022.19,2
Evaluation of the long-term cost-effectiveness of liraglutide therapy for patients with type 2 diabetes in France,JOURNAL OF MEDICAL ECONOMICS,2016,10.3111/13696998.2015.1100998,17
Inferring the economic standard of living and health from cohort height: Evidence from modern populations in developing countries,ECONOMICS & HUMAN BIOLOGY,2015,10.1016/j.ehb.2015.08.005,25
Self-protection investment exacerbates air pollution exposure inequality in urban China,ECOLOGICAL ECONOMICS,2017,10.1016/j.ecolecon.2016.06.030,176
Generational Impacts of Demographic Changes in Pay-as-you-go Pension Schemes: Measurement and Application to the Netherlands,ECONOMIST-NETHERLANDS,2012,10.1007/s10645-011-9178-1,6
A COMPARISON OF LIVING STANDARDS ACROSS THE UNITED STATES OF AMERICA,INTERNATIONAL ECONOMIC REVIEW,2023,10.1111/iere.12604,0
CAPITAL- AND LABOR-SAVING TECHNICAL CHANGE IN AN AGING ECONOMY,INTERNATIONAL ECONOMIC REVIEW,2017,10.1111/iere.12216,20
A matter of life and death: innovation and firm survival,INDUSTRIAL AND CORPORATE CHANGE,2005,10.1093/icc/dth081,277
Wealthier is healthier,JOURNAL OF HUMAN RESOURCES,1996,10.2307/146149,628
THE POPULATION OF CUBA - THE GROWTH AND CHARACTERISTICS OF ITS LABOR-FORCE,COLUMBIA JOURNAL OF WORLD BUSINESS,1995,10.1016/0022-5428(95)90036-5,0
Dynamic impact of uncertainty on R & D cooperation formation and research performance: Evidence from the bio-pharmaceutical industry,RESEARCH POLICY,2017,10.1016/j.respol.2017.05.009,51
The influence of the healthcare system on optimal economic growth,ECONOMIC MODELLING,2013,10.1016/j.econmod.2013.08.023,1
On age-period-cohort parametric mortality rate projections,INSURANCE MATHEMATICS & ECONOMICS,2009,10.1016/j.insmatheco.2009.07.006,61
"The impact of income inequality on individual and societal health: Absolute income, relative income and statistical artefacts",HEALTH ECONOMICS,2001,10.1002/hec.613,24
Does clean air increase the demand for the consumer city? Evidence from Beijing,JOURNAL OF REGIONAL SCIENCE,2019,10.1111/jors.12443,37
Flexible pension take-up in social security,INTERNATIONAL TAX AND PUBLIC FINANCE,2016,10.1007/s10797-015-9354-3,1
When more is less: Do information and communication technologies (ICTs) improve health outcomes? An empirical investigation in a non-linear framework,SOCIO-ECONOMIC PLANNING SCIENCES,2022,10.1016/j.seps.2021.101218,8
Determinants of Female Labour Force Participation in Urban India: Does Outdoor Air Pollution Matter?,INDIAN JOURNAL OF LABOUR ECONOMICS,2023,10.1007/s41027-023-00451-8,0
Which factors affect the sustainability of pension schemes?,ECONOMIC AFFAIRS,2023,10.1111/ecaf.12569,1
Health capital provision and human capital accumulation,OXFORD ECONOMIC PAPERS-NEW SERIES,2020,10.1093/oep/gpaa004,15
Preferences for life-expectancy gains: Sooner or later?,JOURNAL OF RISK AND UNCERTAINTY,2015,10.1007/s11166-015-9217-4,13
Conjugal bereavement effects on health and mortality at advanced ages,JOURNAL OF HEALTH ECONOMICS,2011,10.1016/j.jhealeco.2011.05.011,50
Causation between health and income: a need to panic,EMPIRICAL ECONOMICS,2012,10.1007/s00181-011-0541-5,21
How Deep Is the Annuity Market Participation Puzzle?,REVIEW OF FINANCIAL STUDIES,2011,10.1093/rfs/hhq080,121
THE VANISHING EFFECT OF FINANCE ON ECONOMIC DEVELOPMENT,MACROECONOMIC DYNAMICS,2021,10.1017/S1365100519000312,3
"Barriers to Prosperity: Parasitic and Infectious Diseases, IQ, and Economic Development",WORLD DEVELOPMENT,2016,10.1016/j.worlddev.2015.10.032,15
Will the Institute for Clinical and Economic Review's Shared Savings Approach Decrease Value-Based Prices Most for the Most Severe Diseases?,VALUE IN HEALTH,2024,10.1016/j.jval.2024.09.002,1
Informing Shared Decisions about Advance Directives for Patients with Severe Chronic Obstructive Pulmonary Disease: A Modeling Approach,VALUE IN HEALTH,2012,10.1016/j.jval.2011.10.015,5
Run for your life? The effect of close elections on the life expectancy of politicians,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,2019,10.1016/j.jebo.2019.09.003,7
AN ODDITY IN THE HUMAN DEVELOPMENT INDEX,INVESTIGACION ECONOMICA,2024,10.22201/fe.01851667p.2024.327.85909,1
"Harsh occupations, life expectancy and social security",ECONOMIC MODELLING,2016,10.1016/j.econmod.2016.05.030,18
Health and economic growth: Reconciling the micro and macro evidence,WORLD DEVELOPMENT,2024,10.1016/j.worlddev.2024.106575,7
Resilience in a time of crisis: how COVID-19 pandemic insights are supporting a vibrant longevity risk transfer market,JOURNAL OF DEMOGRAPHIC ECONOMICS,2023,10.1017/dem.2023.5,0
The medium-term impact of non-pharmaceutical interventions. The case of the 1918 influenza in US cities,ECONOMIC POLICY,2022,10.1093/epolic/eiac003,2
What makes annuitization more appealing?,JOURNAL OF PUBLIC ECONOMICS,2014,10.1016/j.jpubeco.2013.05.007,60
On the Importance of Taking End-of-Life Expenditures into Account when Projecting Health-Care Spending,CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,2014,10.3138/cpp.2012-096a,3
From cradle to grave: How to loot a 401(k) plan,JOURNAL OF FINANCIAL ECONOMICS,2000,10.1016/S0304-405X(00)00048-9,5
Dynamic inference of healthcare expenditure on economic growth in Sub-Saharan Africa: a dynamic heterogenous panel data analysis,JOURNAL OF ECONOMIC AND ADMINISTRATIVE SCIENCES,2024,10.1108/JEAS-03-2021-0049,3
Effect of foreign direct investment on population health in Africa: Is there any threshold role of governance?,ECONOMICS BULLETIN,2023,,0
Impact of Longevity Risks on the Korean Government: Proposing a New Mortality Forecasting Model,KOREAN ECONOMIC REVIEW,2020,,0
Deep and Proximate Determinants of the World Income Distribution,REVIEW OF INCOME AND WEALTH,2020,10.1111/roiw.12418,5
Global Care Chains: Transnational Migrant CareWorkers,INTERNATIONAL JOURNAL OF COMPARATIVE LABOUR LAW AND INDUSTRIAL RELATIONS,2012,,15
Do consumers try to solve the air pollution problem themselves? the effects of air pollution on purchase of hybrid and electric cars,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,2024,10.1016/j.jebo.2024.03.006,1
